positionName,company,location,JobID,description,score
"Senior Machine Learning Engineer Opportunity At Wolters Kluwer, Pune",Wolters Kluwer,"Pune, Maharashtra",294,"Wolters Kluwer is a global leader in professional information services. Professionals in the areas of healthcare, legal, business, tax, accounting, finance, audit, risk, and compliance rely on Wolters Kluwer's market leading information-enabled tools and software solutions to manage their business efficiently, deliver results to their clients, and succeed in an ever more dynamic world. Wolters Kluwer combines deep domain knowledge with specialized technology. Our portfolio offers software tools coupled with content and services that customers need to make decisions with confidence. Every day, our customers make critical decisions to help save lives, improve the way we do business, build better judicial and regulatory systems. We help them get it right.     This role is part of the Advanced Technology team in the Digital eXperience Group (*/dxg) which co-creates state-of-the art products and solutions with Wolters Kluwer businesses around the globe. Our growing array of solutions supports the expanding set of Wolters Kluwer’s Expert Solutions and online product portfolios.     Responsibilities     Develop predictive models using supervised and unsupervised machine learning/deep learning   Build models for legal predictive analytics, natural language understanding, conversational AI, robotic accounting, forecasting and anomaly detection   Provide expertise in data wrangling, exploratory data analysis and feature engineering with large data sets   Support the development of proofs of concept to demonstrate the application of AI/ML capabilities in solving customer problems in collaboration with product and other development teams   Collaborate effectively with other teams across DXG and Wolters Kluwer   A self-starter who can align the technology solution with a business goal     Qualifications     Graduate degree (MS or PhD) in Computer Science, Engineering, Mathematics or equivalent, specializing in machine learning or a related field     3+ years’ experience in supporting development of production-ready solutions leveraging AI technologies: NLP, Deep Learning, Machine Learning   Strong hands-on expertise in Python and open source libraries/frameworks/tools such as NumPy, SciPy, scikit-learn, pandas, matplotlib, spaCy, NLTK, jupyter, anaconda, transformers, etc.   Experience with deep learning frameworks such as TensorFlow, Keras, PyTorch   Experience in applying deep learning to NLP   Computer vision modeling a plus   Experience with designing, building, and optimizing data and model training pipelines   Experience in SageMaker or Azure ML Studio a plus   Experience with cloud-based platforms (AWS or Azure) for solution delivery   Experience working with agile and Software Development Lifecycle tools (e.g. JIRA, Confluence, Git) and Test-Driven Development (TDD)",1.3077436875254074
"Senior Machine Learning Engineer Opportunity At Wolters Kluwer, Pune",Wolters Kluwer,"Pune, Maharashtra",738,"Wolters Kluwer is a global leader in professional information services. Professionals in the areas of healthcare, legal, business, tax, accounting, finance, audit, risk, and compliance rely on Wolters Kluwer's market leading information-enabled tools and software solutions to manage their business efficiently, deliver results to their clients, and succeed in an ever more dynamic world. Wolters Kluwer combines deep domain knowledge with specialized technology. Our portfolio offers software tools coupled with content and services that customers need to make decisions with confidence. Every day, our customers make critical decisions to help save lives, improve the way we do business, build better judicial and regulatory systems. We help them get it right.     This role is part of the Advanced Technology team in the Digital eXperience Group (*/dxg) which co-creates state-of-the art products and solutions with Wolters Kluwer businesses around the globe. Our growing array of solutions supports the expanding set of Wolters Kluwer’s Expert Solutions and online product portfolios.     Responsibilities     Develop predictive models using supervised and unsupervised machine learning/deep learning   Build models for legal predictive analytics, natural language understanding, conversational AI, robotic accounting, forecasting and anomaly detection   Provide expertise in data wrangling, exploratory data analysis and feature engineering with large data sets   Support the development of proofs of concept to demonstrate the application of AI/ML capabilities in solving customer problems in collaboration with product and other development teams   Collaborate effectively with other teams across DXG and Wolters Kluwer   A self-starter who can align the technology solution with a business goal     Qualifications     Graduate degree (MS or PhD) in Computer Science, Engineering, Mathematics or equivalent, specializing in machine learning or a related field     3+ years’ experience in supporting development of production-ready solutions leveraging AI technologies: NLP, Deep Learning, Machine Learning   Strong hands-on expertise in Python and open source libraries/frameworks/tools such as NumPy, SciPy, scikit-learn, pandas, matplotlib, spaCy, NLTK, jupyter, anaconda, transformers, etc.   Experience with deep learning frameworks such as TensorFlow, Keras, PyTorch   Experience in applying deep learning to NLP   Computer vision modeling a plus   Experience with designing, building, and optimizing data and model training pipelines   Experience in SageMaker or Azure ML Studio a plus   Experience with cloud-based platforms (AWS or Azure) for solution delivery   Experience working with agile and Software Development Lifecycle tools (e.g. JIRA, Confluence, Git) and Test-Driven Development (TDD)",1.3077613512434607
Data Science Engineer,Emerson,"Pune, Maharashtra",33,"Responsibilities    Development of Data Analysis, Data Processing engines using Python   Development of REST API using Python   Development & Deployment of applications on AWS/Azure   Create / Implement Statistical Models, Neural Network Based Models for Supervised, Unsupervised Machine Learning. (Prediction, Classification, Clustering)   Ability to do POCs on new tech stack and to integrate the same in the applications on functional level   Ability to understand the business requirements, system architecture and process guidelines   Ability to code for multiple projects at a time   Ability to code for complex requirements under tight timelines   Ability to work with cross functional / domain teams   Ability to handle end to end projects on individual basis   Ability to work in a fast-paced and agile development environment   Solve complex analytic challenges using analytic algorithms and AI   Basic Qualifications    Education: MCA/B.E./M.Sc./M.E./M. Tech.   Experience: 3-7 years extensive Hands on in Python   Experience – Working alongside team of Data Scientists, Data Engineers, DevOps Engineers   Knowledge & Skills    Very strong @ Python   Interaction with SQL as well as No SQL Databases   Creation of Web Services / APIs in Python   Familiarity with machine learning techniques                   Outlier detection       Time series analysis       Natural Language Processing (NLP)       Decision trees       Neural networks       Supervised learning       Recommendation engines       Reinforcement learning               Extensive Experience working with Pandas, sci-kit learn, NumPy, Keras on top of TensorFlow, etc.   At least 1 year of implementing and delivering projects using CI/CD rigor and tools such as git, Jenkins, docker, Kubernetes, Kubeflow Pipelines, etc.   DevOps experience and mindset are a big plus.   Minimum of 1-year experience in building microservices and Web API (REST/Web Services)   Experience in Files Processing – XML, CSV, Excel, Jason, etc. Formats   Knowledge of Structured and Non-Structured Data processing   Knowledge of Distributed Big Data Processing   Some experience using Google-OR tools would be an added advantage   Required Competencies    Customer Focus   Good verbal & written English communication   Ability to work with globally diverse teams.   Readiness to work in flexible work timings.   Abstract & Analytical Thinking.   An interpersonal savvy. A very good team player   Nimble learning. Willingness to explore and adapt",1.3080118067146582
Data Science Engineer,Emerson,"Pune, Maharashtra",547,"Responsibilities    Development of Data Analysis, Data Processing engines using Python   Development of REST API using Python   Development & Deployment of applications on AWS/Azure   Create / Implement Statistical Models, Neural Network Based Models for Supervised, Unsupervised Machine Learning. (Prediction, Classification, Clustering)   Ability to do POCs on new tech stack and to integrate the same in the applications on functional level   Ability to understand the business requirements, system architecture and process guidelines   Ability to code for multiple projects at a time   Ability to code for complex requirements under tight timelines   Ability to work with cross functional / domain teams   Ability to handle end to end projects on individual basis   Ability to work in a fast-paced and agile development environment   Solve complex analytic challenges using analytic algorithms and AI   Basic Qualifications    Education: MCA/B.E./M.Sc./M.E./M. Tech.   Experience: 3-7 years extensive Hands on in Python   Experience – Working alongside team of Data Scientists, Data Engineers, DevOps Engineers   Knowledge & Skills    Very strong @ Python   Interaction with SQL as well as No SQL Databases   Creation of Web Services / APIs in Python   Familiarity with machine learning techniques                   Outlier detection       Time series analysis       Natural Language Processing (NLP)       Decision trees       Neural networks       Supervised learning       Recommendation engines       Reinforcement learning               Extensive Experience working with Pandas, sci-kit learn, NumPy, Keras on top of TensorFlow, etc.   At least 1 year of implementing and delivering projects using CI/CD rigor and tools such as git, Jenkins, docker, Kubernetes, Kubeflow Pipelines, etc.   DevOps experience and mindset are a big plus.   Minimum of 1-year experience in building microservices and Web API (REST/Web Services)   Experience in Files Processing – XML, CSV, Excel, Jason, etc. Formats   Knowledge of Structured and Non-Structured Data processing   Knowledge of Distributed Big Data Processing   Some experience using Google-OR tools would be an added advantage   Required Competencies    Customer Focus   Good verbal & written English communication   Ability to work with globally diverse teams.   Readiness to work in flexible work timings.   Abstract & Analytical Thinking.   An interpersonal savvy. A very good team player   Nimble learning. Willingness to explore and adapt",1.3081947010903399
Machine Learning Developer,Analog and Digital Labs India Pvt,"Coimbatore, Tamil Nadu",78,"Greetings From Analog & Digital Labs India Pvt Ltd!!Machine Learning DeveloperAbout Us:Analog & Digital Labs (A&D), Established in 2009 is a Research & Development company headquartered in Coimbatore, committed towards innovation and revolutionising Traffic intelligence, IoT based solutions, Artificial Intelligence, video surveillance, and security solutions in India. It is a 70 member team, with our offices in Coimbatore, Chennai, Cochin and Ahmadabad.We work on tenders, government orders at various districts in TamilNadu, Andhra Pradesh, Telangana, Kerala & Ahmadabad and have proved to be successful in all holding a commendable record.Job DescriptionWe are looking for an expert in machine learning to help us extract value from our data. The ideal candidate will be who's passionate about artificial intelligence and stay up-to-date with the latest developments in the field.Responsibilities Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world Supervising the data acquisition process if more data is needed Defining validation strategies Defining the pre-processing or feature engineering to be done on a given dataset Defining data augmentation pipelines Training models and tuning their hyperparameters Analyzing the errors of the model and designing strategies to overcome them Deploying models to productionSkills Proficiency with a deep learning framework such as TensorFlow, PyTorch or Keras Should be strong in data structures and algorithms. Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas Expertise in visualizing and manipulating big datasets Proficiency with Open CV Familiarity with Linux Ability to select hardware to run an ML model with the required latency Very Good Analytical SkillsEducational Qualification : Any Bachelors DegreeExperience: 1- 3 yearsEducational Qualification: Any DegreeLocation: CoimbatoreImmediate Joiners PreferredNotice Period: 30 daysInterested Candidates please contact : +91-XXXXXXXXXXJob Type: Full-timeSalary: ₹300,000.00 - ₹500,000.00 per yearBenefits: Provident FundSchedule: Flexible shiftCOVID-19 considerations:Follow Covid ProtocolApplication Question(s): Very Good Analytical SkillsEducation: Bachelor's (Required)Experience: Machine learning Developer: 1 year (Required) TensorFlow, PyTorch or Keras: 1 year (Required)Speak with the employer+91 +91-XXXXXXXXXX",1.3095328334560137
Machine Learning Engineer,CogniveAI Innovations,"Chennai, Tamil Nadu",199,"No. of. Openings : 4    Years of Experience : 1-5 years        Key Skill Required        1. Proficient in Python and MATLAB.    2. Industry/academic experience with machine learning and computer vision programming using libraries such as PyTorch, TensorFlow, OpenCV, Caffe, etc.    3. Strong project experience involving algorithm development for computer vision applications.    4.Demonstrated past algorithm development in at least one area within machine learning like neural networks, clustering, object tracking.    5. Experience with object detection, object classification, gesture recognition or human pose estimation and training deep neural networks using synthetic and artificial data.    6. Strong background and understanding of mathematical concepts relating to probabilistic models, conditional probability, numerical methods and linear algebra.    7. Self-motivated individual with passion towards state-of-the-art computer vision technologies.     8. Clear communication skills (English)          Educational Qualification        Masters/ Engineering Degree with strong programming and scripting skills.",1.3100005371039924
Machine Learning Engineer,CogniveAI Innovations,"Chennai, Tamil Nadu",714,"No. of. Openings : 4    Years of Experience : 1-5 years        Key Skill Required        1. Proficient in Python and MATLAB.    2. Industry/academic experience with machine learning and computer vision programming using libraries such as PyTorch, TensorFlow, OpenCV, Caffe, etc.    3. Strong project experience involving algorithm development for computer vision applications.    4.Demonstrated past algorithm development in at least one area within machine learning like neural networks, clustering, object tracking.    5. Experience with object detection, object classification, gesture recognition or human pose estimation and training deep neural networks using synthetic and artificial data.    6. Strong background and understanding of mathematical concepts relating to probabilistic models, conditional probability, numerical methods and linear algebra.    7. Self-motivated individual with passion towards state-of-the-art computer vision technologies.     8. Clear communication skills (English)          Educational Qualification        Masters/ Engineering Degree with strong programming and scripting skills.",1.3100964403297468
Spec Analytics Analyst - Machine Learning & AI,Citi,"Bengaluru, Karnataka",118,"Citi AIM was established in 2003, and is located across multiple cities in India – Bengaluru, Chennai, Pune and Mumbai. It is a global community that objectively connects and analyzes information, to create actionable intelligence for our business leaders. It identifies fact-based opportunities for revenue growth in partnership with the businesses. The function balances customer needs, business strategy, and profit objectives using best in class and relevant analytic methodologies.   What do we do?  The APAC Consumer Bank – Data Science and Modeling team analyzes millions of prospects and billions of customer level transactions using big data tools and machine learning, AI techniques to unlock opportunities for our clients in meeting their financial needs and create economic value for the bank.  The team extracts relevant insights, identifies business opportunities, converts business problems into modeling framework, uses big data tools, latest deep learning and machine learning algorithms to build predictive models, implements solutions and designs go-to-market strategies for a huge variety of business problems.  What’s expected from you?  As a Business Analytics Int Analyst (C10), we are seeking an experienced analytics candidate who should be able to perform below behaviors in their day to day role:    Client Obsession – Create client centric analytic solution to business problems. Individual should be able to have a holistic view of multiple businesses and develop analytic solutions accordingly.   Analytic Project Execution – Own and deliver multiple and complex analytic projects. This would require an understanding of business context, conversion of business problems in modeling, and implementing such solutions to create economic value.   Domain expert – Individuals are expected to be domain expert in their sub field, as well as have a holistic view of other business lines to create better solutions. Key fields of focus are new customer acquisition, existing customer management, customer retention, product development, pricing and payment optimization and digital journey.   Modeling and Tech Savvy – Always up to date with the latest use cases of modeling community, machine learning and deep learning algorithms and share knowledge within the team.   Statistical mind set – Proficiency in basic statistics, hypothesis testing, segmentation and predictive modeling.   Communication skills – Ability to translate and articulate technical thoughts and ideas to a larger audience including influencing skills with peers and senior management.    Skillset you should possess  The most important skill that our analyst should possess is their love for data and their eagerness for new challenges & solving new problems. Apart from these, they should also have the following skillset  Basic Qualifications    Bachelor’s Degree with 2+ years of experience in data analytics, or Master’s Degree with 1 years of experience in data analytics, or PhD.   Proficient in Python programing along with strong experience in SQL.   Good to have experience in Pyspark programming as well.   Comfortable working in packages such as Pandas, Numpy, Scikit-learn   Experienced in working with large and multiple datasets, data warehouses and ability to pull data using relevant programs and coding.   Well versed with necessary data preprocessing and feature engineering skills.   At least 2 years of experience implementing Machine learning algorithms such as Random Forest and Gradient Boosting in solving business problem.   At least some experience implementing deep learning techniques like artificial neural network, recurrent neural networks   Exposure to deep learning packages like Tensorflow, Theano and Keras.   Knowledge on latest cutting-edge technologies like reinforcement learning.   Hands on experience in Big data technology – Hadoop , Hive, Impala, Spark SQL   Strong background in Statistical Analysis   Self-motivated and able to implement innovative solutions at fast pace   Experience in AI, Machine Learning, Deep Learning software frameworks    OTHER DETAILS    Employment: Full Time   Industry: Credit Cards, Financial Services, Banking    -  Job Family Group: Decision Management  -  Job Family: Specialized Analytics (Data Science/Computational Statistics)  -  Time Type: Full time  -  Citi is an equal opportunity and affirmative action employer.   Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.   Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.   View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.  View the EEO Policy Statement.  View the Pay Transparency Posting",1.3106845821978141
Data Scientist_NLP_3-9 years,Fractal Analytics,"Bengaluru, Karnataka",28,"It's fun to work in a company where people truly BELIEVE in what they are doing!We're committed to bringing passion and customer focus to the business.[Data Scientist- NLP][Bangalore/Mumbai/Pune/Chen]Job Description: As an NLP Senior Data Scientist, you will be building solutions that require analysing and transforming natural language data into useful features using NLP techniques. To succeed in this role, you should possess outstanding skills in statistical analysis, machine learning methods and text representation techniquesRole Details Build Solutions that identify intent and other features from user comments, chat transcript and other unstructured text data. Design NLP applications Identify appropriate annotated datasets for Supervised Learning methods Use effective text representations to transform natural language into useful features Find and implement the right algorithms and tools for NLP tasks Train the developed model and run evaluation experiments Perform statistical analysis of results and refine models Basic logical pseudo code writing Team management and strong stakeholder management skills Leadership skills to manage the span of NLP Data/Senior Data ScientistQUALIFICATION:- 5.6-11 years into Deep Learning framewokrs like Keras, Pytorch, TensorFlow Experience of design, building and deployment of ML/NLP Solutions Proficient in Python & SQL Experience in NLP tools like Genism, spacy, Stanford NLP Must have excellent project/program management skills and have experience managing multiple work streams and projects at one time Have business acumen to manage revenues profitably and meet financial goals consistently. Able to quantify business value for clients and create win-win commercial propositionsPREFERRED QUALIFICATIONS: Experience automating data within Tableau/Qlik/ggplot/Shiny to tell a story through interactive visualizations Client relationship management: Build deep client relationship, network & be a thought partner. Anticipate business problems & deliver par excellence. Sales Support & account growth: Actively focus on opportunities to grow the client along with the senior engagement manager. Support the sales team as required for RFPs and regular sales pitches Firm building: Contribute to firm growth by participating and conducting training sessions. Coaching & grooming: Coach & groom the team on gaining knowledge & skills on first principles of analytics techniques, problem-solving, project management, client relationship management.EDUCATION:-B.E/B.Tech/M.Tech in Computer Science or related technical degree OR EquivalentIf you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!Not the right fit? Let us know you're interested in a future opportunity by clicking Introduce Yourself in the top-right corner of the page or create an account to set up email alerts as new job postings become available that meet your interest!Job Type: Full-time",1.3109387925468006
Senior Specialist - Data Science,Fidelity International,"Gurgaon, Haryana",6,"About the Opportunity  Job Type: Permanent  Application Deadline: 28 February 2023     Title: Senior Specialist - Data Science     Department: Tech- Analytics     Location: Gurgaon      We’re proud to have been helping our clients build better financial futures for over 50 years. How have we achieved this? By working together - and supporting each other - all over the world. So, join our Tech- Analytics team and feel like you’re part of something bigger.     Department Description     Data Value team drives the renewed focus of extracting value from Fidelity’s data for business and client insights and working as one voice with the business, technology, and data teams. The team’s vision is to create measurable business impact by leveraging technology and utilising the skills to generate valuable insights and streamline engagements. The Data Science function within Data Value supports Fidelity International’s Sales, Marketing, Propositions, Risk, Finance, Customer Service and HR teams across the globe. The key objectives of the function are:     To develop deep customer insights for our businesses helping them segment and target customers more effectively   To develop a fact-based understanding of sales trends and identify actionable sales growth opportunities for each of our sales channels   To understand customer preferences in terms of products, service attributes and marketing activity to help refine each of these   To help develop new services lines e.g. develop customer analytics for key IFAs, DC Clients, Individual clients etc.   To develop market and competitive intelligence in our key markets to help shape our business planning in those markets     The function works directly with business heads and other senior stakeholder’s stakeholders to identify areas of analytics, define problem statements and develop key insights.      Purpose of the Role     You will be expected to take a leading role in developing the Data Science and Advanced Analytics solutions for our business. This will involve:     Engaging with the key stakeholders to understand Fidelity’s sales, marketing, client services and propositions context   Implement advanced analytics solutions on On-Premises/Cloud platforms, develop proof-of-concepts and engage with internal and external ecosystem to progress the proof of concepts to production.   Engaging and collaborating with different other internal teams like Data engineering, DevOps, technology team etc for development of new tools, capabilities, and solutions.   Maximize Adoption of Cloud Based advanced analytics solutions: Build out sandbox analytics environments using Snowflake, AWS, Adobe, Salesforce.      Key Responsibilities     Developing and Delivering Data Science solutions for business (40%)     Partner with internal (FIL teams) & external ecosystem to design and deliver advanced analytics enabled Data Science solutions   Create advanced analytics solution on quantitative and text data using Artificial Intelligence, Machine Learning and NLP techniques.   Create compelling visualisations that enable the smooth consumption of predictions and insights for customer benefit     .Stakeholder Management (30%)     Works with channel heads/stakeholders and other sponsors understand the business problem and translate it into appropriate analytics solution.   Engages with key stakeholders for smooth execution, delivery, and implementation of solutions     Adoption of Cloud enabled Data Science solutions: (20%)     Maximize Adoption of Cloud Based advanced analytics solution   Build out sandbox analytics environments using Snowflake, AWS, Adobe, Salesforce   Deploy solutions in productions while adhering to best practices involving Model Explainability, MLOps, Feature Stores, Model Management, Responsible AI etc      Collaboration and Ownership (10%)     Sharing of knowledge, best practices with the team including coaching or training in some of deep learning/machine learning methodologies. Provides mentoring, coaching, and consulting advice and guidance to staff, e.g. analytic methodologies, data recommendations   Takes complete independent ownership of the projects and the initiatives in the team with the minimal support      Experience and Qualifications Required      Qualifications:      Engineer from IIT/Master’s in field related to Data Science/Economics/Mathematics (Tier 1 Institutions)/ M.B.A from tier 1 institutions      Experience & Key Competencies     Overall, 5 to 12 years of experience in Data Science roles   Ability to engage in discussion with senior stakeholders on defining business problems, designing analyses projects, and articulating analytical insights   Strong working experience in building models for classification, regression, clustering, forecasting, recommendation etc.; Working knowledge of advanced algorithms in Deep Learning will be an advantage   Hands-on experience with popular development frameworks like Scikit-learn / TensorFlow / PyTorch.   Working knowledge of NLP model development would be an added advantage; Exposure to Transfer Learning and pretrained model is desired   Strong experience of developing AI & Machine Learning solutions on cloud platforms like AWS / Azure.   Good understanding of SQL query development is desired; Familiarity with data platform like SnowFlake would be an added advantage.      Feel rewarded     For starters, we’ll offer you a comprehensive benefits package. We’ll value your wellbeing and support your development. And we’ll be as flexible as we can about where and when you work – finding a balance that works for all of us. It’s all part of our commitment to making you feel motivated by the work you do and happy to be part of our team. For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.      For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.",1.311241497848028
Senior Specialist - Data Science,Fidelity International,"Gurgaon, Haryana",4096,"About the Opportunity  Job Type: Permanent  Application Deadline: 28 February 2023     Title: Senior Specialist - Data Science     Department: Tech- Analytics     Location: Gurgaon      We’re proud to have been helping our clients build better financial futures for over 50 years. How have we achieved this? By working together - and supporting each other - all over the world. So, join our Tech- Analytics team and feel like you’re part of something bigger.     Department Description     Data Value team drives the renewed focus of extracting value from Fidelity’s data for business and client insights and working as one voice with the business, technology, and data teams. The team’s vision is to create measurable business impact by leveraging technology and utilising the skills to generate valuable insights and streamline engagements. The Data Science function within Data Value supports Fidelity International’s Sales, Marketing, Propositions, Risk, Finance, Customer Service and HR teams across the globe. The key objectives of the function are:     To develop deep customer insights for our businesses helping them segment and target customers more effectively   To develop a fact-based understanding of sales trends and identify actionable sales growth opportunities for each of our sales channels   To understand customer preferences in terms of products, service attributes and marketing activity to help refine each of these   To help develop new services lines e.g. develop customer analytics for key IFAs, DC Clients, Individual clients etc.   To develop market and competitive intelligence in our key markets to help shape our business planning in those markets     The function works directly with business heads and other senior stakeholder’s stakeholders to identify areas of analytics, define problem statements and develop key insights.      Purpose of the Role     You will be expected to take a leading role in developing the Data Science and Advanced Analytics solutions for our business. This will involve:     Engaging with the key stakeholders to understand Fidelity’s sales, marketing, client services and propositions context   Implement advanced analytics solutions on On-Premises/Cloud platforms, develop proof-of-concepts and engage with internal and external ecosystem to progress the proof of concepts to production.   Engaging and collaborating with different other internal teams like Data engineering, DevOps, technology team etc for development of new tools, capabilities, and solutions.   Maximize Adoption of Cloud Based advanced analytics solutions: Build out sandbox analytics environments using Snowflake, AWS, Adobe, Salesforce.      Key Responsibilities     Developing and Delivering Data Science solutions for business (40%)     Partner with internal (FIL teams) & external ecosystem to design and deliver advanced analytics enabled Data Science solutions   Create advanced analytics solution on quantitative and text data using Artificial Intelligence, Machine Learning and NLP techniques.   Create compelling visualisations that enable the smooth consumption of predictions and insights for customer benefit     .Stakeholder Management (30%)     Works with channel heads/stakeholders and other sponsors understand the business problem and translate it into appropriate analytics solution.   Engages with key stakeholders for smooth execution, delivery, and implementation of solutions     Adoption of Cloud enabled Data Science solutions: (20%)     Maximize Adoption of Cloud Based advanced analytics solution   Build out sandbox analytics environments using Snowflake, AWS, Adobe, Salesforce   Deploy solutions in productions while adhering to best practices involving Model Explainability, MLOps, Feature Stores, Model Management, Responsible AI etc      Collaboration and Ownership (10%)     Sharing of knowledge, best practices with the team including coaching or training in some of deep learning/machine learning methodologies. Provides mentoring, coaching, and consulting advice and guidance to staff, e.g. analytic methodologies, data recommendations   Takes complete independent ownership of the projects and the initiatives in the team with the minimal support      Experience and Qualifications Required      Qualifications:      Engineer from IIT/Master’s in field related to Data Science/Economics/Mathematics (Tier 1 Institutions)/ M.B.A from tier 1 institutions      Experience & Key Competencies     Overall, 5 to 12 years of experience in Data Science roles   Ability to engage in discussion with senior stakeholders on defining business problems, designing analyses projects, and articulating analytical insights   Strong working experience in building models for classification, regression, clustering, forecasting, recommendation etc.; Working knowledge of advanced algorithms in Deep Learning will be an advantage   Hands-on experience with popular development frameworks like Scikit-learn / TensorFlow / PyTorch.   Working knowledge of NLP model development would be an added advantage; Exposure to Transfer Learning and pretrained model is desired   Strong experience of developing AI & Machine Learning solutions on cloud platforms like AWS / Azure.   Good understanding of SQL query development is desired; Familiarity with data platform like SnowFlake would be an added advantage.      Feel rewarded     For starters, we’ll offer you a comprehensive benefits package. We’ll value your wellbeing and support your development. And we’ll be as flexible as we can about where and when you work – finding a balance that works for all of us. It’s all part of our commitment to making you feel motivated by the work you do and happy to be part of our team. For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.      For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.",1.3113088605367835
Senior Specialist - Data Science,Fidelity International,"Gurgaon, Haryana",505,"About the Opportunity  Job Type: Permanent  Application Deadline: 28 February 2023     Title: Senior Specialist - Data Science     Department: Tech- Analytics     Location: Gurgaon      We’re proud to have been helping our clients build better financial futures for over 50 years. How have we achieved this? By working together - and supporting each other - all over the world. So, join our Tech- Analytics team and feel like you’re part of something bigger.     Department Description     Data Value team drives the renewed focus of extracting value from Fidelity’s data for business and client insights and working as one voice with the business, technology, and data teams. The team’s vision is to create measurable business impact by leveraging technology and utilising the skills to generate valuable insights and streamline engagements. The Data Science function within Data Value supports Fidelity International’s Sales, Marketing, Propositions, Risk, Finance, Customer Service and HR teams across the globe. The key objectives of the function are:     To develop deep customer insights for our businesses helping them segment and target customers more effectively   To develop a fact-based understanding of sales trends and identify actionable sales growth opportunities for each of our sales channels   To understand customer preferences in terms of products, service attributes and marketing activity to help refine each of these   To help develop new services lines e.g. develop customer analytics for key IFAs, DC Clients, Individual clients etc.   To develop market and competitive intelligence in our key markets to help shape our business planning in those markets     The function works directly with business heads and other senior stakeholder’s stakeholders to identify areas of analytics, define problem statements and develop key insights.      Purpose of the Role     You will be expected to take a leading role in developing the Data Science and Advanced Analytics solutions for our business. This will involve:     Engaging with the key stakeholders to understand Fidelity’s sales, marketing, client services and propositions context   Implement advanced analytics solutions on On-Premises/Cloud platforms, develop proof-of-concepts and engage with internal and external ecosystem to progress the proof of concepts to production.   Engaging and collaborating with different other internal teams like Data engineering, DevOps, technology team etc for development of new tools, capabilities, and solutions.   Maximize Adoption of Cloud Based advanced analytics solutions: Build out sandbox analytics environments using Snowflake, AWS, Adobe, Salesforce.      Key Responsibilities     Developing and Delivering Data Science solutions for business (40%)     Partner with internal (FIL teams) & external ecosystem to design and deliver advanced analytics enabled Data Science solutions   Create advanced analytics solution on quantitative and text data using Artificial Intelligence, Machine Learning and NLP techniques.   Create compelling visualisations that enable the smooth consumption of predictions and insights for customer benefit     .Stakeholder Management (30%)     Works with channel heads/stakeholders and other sponsors understand the business problem and translate it into appropriate analytics solution.   Engages with key stakeholders for smooth execution, delivery, and implementation of solutions     Adoption of Cloud enabled Data Science solutions: (20%)     Maximize Adoption of Cloud Based advanced analytics solution   Build out sandbox analytics environments using Snowflake, AWS, Adobe, Salesforce   Deploy solutions in productions while adhering to best practices involving Model Explainability, MLOps, Feature Stores, Model Management, Responsible AI etc      Collaboration and Ownership (10%)     Sharing of knowledge, best practices with the team including coaching or training in some of deep learning/machine learning methodologies. Provides mentoring, coaching, and consulting advice and guidance to staff, e.g. analytic methodologies, data recommendations   Takes complete independent ownership of the projects and the initiatives in the team with the minimal support      Experience and Qualifications Required      Qualifications:      Engineer from IIT/Master’s in field related to Data Science/Economics/Mathematics (Tier 1 Institutions)/ M.B.A from tier 1 institutions      Experience & Key Competencies     Overall, 5 to 12 years of experience in Data Science roles   Ability to engage in discussion with senior stakeholders on defining business problems, designing analyses projects, and articulating analytical insights   Strong working experience in building models for classification, regression, clustering, forecasting, recommendation etc.; Working knowledge of advanced algorithms in Deep Learning will be an advantage   Hands-on experience with popular development frameworks like Scikit-learn / TensorFlow / PyTorch.   Working knowledge of NLP model development would be an added advantage; Exposure to Transfer Learning and pretrained model is desired   Strong experience of developing AI & Machine Learning solutions on cloud platforms like AWS / Azure.   Good understanding of SQL query development is desired; Familiarity with data platform like SnowFlake would be an added advantage.      Feel rewarded     For starters, we’ll offer you a comprehensive benefits package. We’ll value your wellbeing and support your development. And we’ll be as flexible as we can about where and when you work – finding a balance that works for all of us. It’s all part of our commitment to making you feel motivated by the work you do and happy to be part of our team. For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.      For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.",1.3113149782491609
